Name,Classify
bromide,Substance
cerium,Substance
carbide,Substance
cerium(III),Substance
chloride,Substance
cerium(III),Substance
fluoride,Substance
cerium(IV),Substance
fluoride,Substance
cerium(II),Substance
iodide,Substance
cerium(III),Substance
iodide,Substance
cerium,Substance
nitride,Substance
cerium(IV),Substance
oxide,Substance
cerianite,Substance
cerium(II),Substance
sulfide,Substance
cerium(IV),Substance
sulfate,Substance
cerium,Substance
silicide,Substance
cerium(III),Substance
carbide,Substance
cerium(III),Substance
oxide,Substance
cerium(III),Substance
sulfide,Substance
chlorine,Substance
fluoride,Substance
chlorine,Substance
trifluoride,Substance
chlorine,Substance
pentafluoride,Substance
chlorine,Substance
perchlorate,Substance
chlorine,Substance
dioxide,Substance
chlorine,Substance
trioxide,Substance
fluoride,Substance
chlorine,Substance
chlorine,Substance
trioxide,Substance
chlorine,Substance
hexoxide,Substance
chlorine,Substance
heptoxide,Substance
cobalt(II),Substance
aluminate,Substance
cobalt,Substance
arsenide,Substance
cobalt(II),Substance
arsenide,Substance
cobalt(II),Substance
boride,Substance
cobalt(II),Substance
bromide,Substance
cobalt(II),Substance
cyanide,Substance
cobalt(II),Substance
acetate,Substance
cobalt(III),Substance
acetate,Substance
cobalt(II),Substance
oxalate,Substance
cobalt(II),Substance
perchlorate,Substance
cobalt(II),Substance
chloride,Substance
cobalt(II),Substance
chromate,Substance
cobalt(II),Substance
chromite,Substance
cobalt(II),Substance
fluoride,Substance
cobalt(III),Substance
fluoride,Substance
cobalt(II),Substance
iodate,Substance
cobalt(II),Substance
iodide,Substance
cobalt(II),Substance
molybdate,Substance
cobalt(II),Substance
nitrate,Substance
cobalt(III),Substance
nitrate,Substance
cobalt(II),Substance
oxide,Substance
cobalt(II),Substance
hydroxide,Substance
cobalt(III),Substance
hydroxide,Substance
cobalt(II),Substance
sulfide,Substance
cobalt,Substance
disulfide,Substance
cobalt,Substance
antimonide,Substance
cobalt(II),Substance
selenide,Substance
cobalt(II),Substance
selenite,Substance
cobalt(II),Substance
telluride,Substance
cobalt(II),Substance
titanate,Substance
cobalt(II),Substance
tungstate,Substance
cobalt,Substance
boride,Substance
cobalt(II),Substance
sulfate,Substance
cobalt(III),Substance
sulfide,Substance
cobalt(II),Substance
orthosilicate,Substance
cobalt(II),Substance
stannate,Substance
cobalt(II),Substance
titanite,Substance
cobalt(II),Substance
ferricyanide,Substance
chromium(II),Substance
bromide,Substance
chromium(III),Substance
bromide,Substance
chromium(II),Substance
chloride,Substance
chromium(III),Substance
chloride,Substance
chromium(IV),Substance
chloride,Substance
chromium(II),Substance
fluoride,Substance
chromium(III),Substance
fluoride,Substance
chromium(IV),Substance
fluoride,Substance
chromium(V),Substance
fluoride,Substance
chromium(VI),Substance
fluoride,Substance
chromium(II),Substance
iodide,Substance
chromium(III),Substance
iodide,Substance
chromium(III),Substance
nitrate,Substance
chromium(III),Substance
nitrite,Substance
chromium(IV),Substance
oxide,Substance
chromium(VI),Substance
oxide,Substance
chromate,Substance
ion,Substance
chromium(VI),Substance
oxychloride,Substance
chromium(III),Substance
phosphate,Substance
chromium,Substance
antimonide,Substance
chromium(III),Substance
orthovanadate,Substance
chromium(III),Substance
oxide,Substance
eskolaite,Substance
chromium(III),Substance
sulfate,Substance
chromium(III),Substance
sulfide,Substance
chromium(III),Substance
selenide,Substance
chromium(III),Substance
tellurate,Substance
chromium(III),Substance
telluride,Substance
chromium(II),Substance
arsenide,Substance
chromium(II),Substance
carbide,Substance
chromium(II),Substance
antimonide,Substance
chromium(II),Substance
silicide,Substance
caesium,Substance
borate,Substance
caesium,Substance
bromide,Substance
caesium,Substance
bromate,Substance
caesium,Substance
tribromide,Substance
caesium,Substance
cyanide,Substance
caesium,Substance
acetate,Substance
caesium,Substance
chloride,Substance
caesium,Substance
chlorate,Substance
caesium,Substance
perchlorate,Substance
caesium,Substance
fluoride,Substance
caesium,Substance
iodide,Substance
caesium,Substance
triiodide,Substance
caesium,Substance
amide,Substance
caesium,Substance
nitrate,Substance
caesium,Substance
azide,Substance
caesium,Substance
metaniobate,Substance
caesium,Substance
hydroxide,Substance
caesium,Substance
superoxide,Substance
caesium,Substance
sulfide,Substance
caesium,Substance
thiocyanate,Substance
caesium,Substance
selenate,Substance
caesium,Substance
metatantalate,Substance
caesium,Substance
carbonate,Substance
caesium,Substance
oxalate,Substance
caesium,Substance
chromate,Substance
caesium,Substance
dichromate,Substance
caesium,Substance
hydrogen,Substance
orthophosphate,Substance
caesium,Substance
molybdate,Substance
caesium,Substance
oxide,Substance
caesium,Substance
sulfite,Substance
caesium,Substance
sulfate,Substance
caesium,Substance
metasilicate,Substance
caesium,Substance
tellurate,Substance
caesium,Substance
titanate,Substance
caesium,Substance
metatitanate,Substance
caesium,Substance
orthotungstate,Substance
caesium,Substance
orthophosphate,Substance
caesium,Substance
orthovanadate,Substance
copper(I),Substance
bromide,Substance
copper(II),Substance
bromate,Substance
hexahydrate,Substance
copper(II),Substance
bromide,Substance
copper,Substance
oxalate,Substance
copper(I),Substance
chloride,Substance
copper(II),Substance
chlorate,Substance
hexahydrate,Substance
copper(II),Substance
chloride,Substance
copper,Substance
iron,Substance
sulfide,Substance
chalcopyrite,Substance
copper(II),Substance
iron(II),Substance
oxide,Substance
copper,Substance
iron,Substance
sulfide,Substance
cubanite,Substance
blue,Substance
vitriol,Substance
copper(I),Substance
iodide,Substance
copper(I),Substance
iodate,Substance
copper(II),Substance
iodate,Substance
copper(II),Substance
orthomolybdate,Substance
copper(II),Substance
nitrate,Substance
copper(II),Substance
nitrate,Substance
trihydrate,Substance
copper(II),Substance
nitrate,Substance
hexahydrate,Substance
copper(II),Substance
orthoniobate,Substance
copper(II),Substance
oxide,Substance
copper(II),Substance
hydroxide,Substance
Verdigris,Substance
copper(II),Substance
sulfide,Substance
covellite,Substance
copper(I),Substance
thiocyanate,Substance
copper(II),Substance
sulfate,Substance
copper(II),Substance
sulfate,Substance
pentahydrate,Substance
copper(II),Substance
selenide,Substance
copper(II),Substance
selenite,Substance
dihydrate,Substance
copper(II),Substance
selenate,Substance
pentahydride,Substance
copper(II),Substance
metasilicate,Substance
copper(II),Substance
telluride,Substance
copper(II),Substance
tellurite,Substance
copper(II),Substance
metatitanate,Substance
copper(II),Substance
metavanadate,Substance
copper(II),Substance
orthotungstate,Substance
malachite,Substance
copper(I),Substance
sulfide,Substance
chalcocite,Substance
copper(I),Substance
selenide,Substance
copper(I),Substance
telluride,Substance
copper(I),Substance
arsenide,Substance
copper(I),Substance
phosphide,Substance
copper(II),Substance
phosphate,Substance
copper(III),Substance
antimonide,Substance
copper,Substance
sulfide,Substance
digenite,Substance
brass,Substance
erbium,Substance
monofluoride,Substance
erbium,Substance
difluoride,Substance
erbium,Substance
trifluoride,Substance
erbium,Substance
triiodide,Substance
erbium,Substance
sodium,Substance
tetraiodide,Substance
erbium,Substance
monoxide,Substance
europium,Substance
monofluoride,Substance
europium,Substance
trifluoride,Substance
europium,Substance
diiodide,Substance
europium,Substance
niobium,Substance
dioxide,Substance
europium,Substance
diniobium,Substance
hexaoxide,Substance
europium,Substance
monoxide,Substance
monoeuropium,Substance
monovandium,Substance
dioxide,Substance
europium,Substance
titanium,Substance
trioxide,Substance
europium,Substance
metavanadate,Substance
europium,Substance
tungsten,Substance
tetraoxide,Substance
europium,Substance
monosulfide,Substance
europium,Substance
disulfide,Substance
dieuropium,Substance
monoxide,Substance
dieuropium,Substance
dioxide,Substance
dieuropium,Substance
monosulfide,Substance
dieuropium,Substance
disulfide,Substance
iron,Substance
fluoride,Substance
gallium,Substance
monofluoride,Substance
gallium,Substance
monofluoride,Substance
monoxide,Substance
gadolinium,Substance
monofluoride,Substance
germanium,Substance
monofluoride,Substance
holmium,Substance
monofluoride,Substance
iodine,Substance
monofluoride,Substance
monofluorodiiodine,Substance
indium,Substance
monofluoride,Substance
lanthanum,Substance
monofluoride,Substance
lithium,Substance
fluoride,Substance
lithium,Substance
hypofluorite,Substance
dilithium,Substance
monofluoride,Substance
magnesium,Substance
monofluoride,Substance
monomanganese,Substance
monofluoride,Substance
manganese,Substance
fluoride,Substance
trioxide,Substance
molybdenum,Substance
monofluoride,Substance
fluoroimidogen,Substance
nitrosyl,Substance
fluoride,Substance
nitryl,Substance
fluoride,Substance
fluorine,Substance
nitrate,Substance
thiazyl,Substance
fluoride,Substance
sodium,Substance
fluoride,Substance
disodium,Substance
monofluoride,Substance
neodymium,Substance
monofluoride,Substance
oxygen,Substance
monofluoride,Substance
thorium,Substance
monofluoride,Substance
monoxide,Substance
titanium,Substance
fluoride,Substance
oxide,Substance
dioxygen,Substance
monofluoride,Substance
fluorosulfate,Substance
radical,Substance
phosphorus,Substance
monofluoride,Substance
phosphenothious,Substance
fluoride,Substance
phosphenodithioic,Substance
fluoride,Substance
lead,Substance
monofluoride,Substance
plutonium,Substance
monofluoride,Substance
rubidium,Substance
fluoride,Substance
monosulfur,Substance
monofluoride,Substance
scandium,Substance
monofluoride,Substance
samarium,Substance
monofluoride,Substance
tin,Substance
monofluoride,Substance
strontium,Substance
monofluoride,Substance
thorium,Substance
monofluoride,Substance
titanium,Substance
fluoride,Substance
thallium,Substance
monofluoride,Substance
tungsten,Substance
monofluoride,Substance
xenon,Substance
monofluoride,Substance
yttrium,Substance
monofluoride,Substance
zirconium,Substance
fluoride,Substance
fluorine,Substance
ferrous,Substance
fluoride,Substance
gallium,Substance
difluoride,Substance
gadolinium,Substance
difluoride,Substance
germanium,Substance
difluoride,Substance
difluorogermanone,Substance
mercury,Substance
fluoride,Substance
mercury,Substance
fluoride,Substance
holmium,Substance
difluoride,Substance
difluoroiodophosphine,Substance
dipotassium,Substance
difluoride,Substance
krypton,Substance
difluoride,Substance
lanthanum,Substance
difluoride,Substance
lithium,Substance
fluoride,Substance
magnesium,Substance
fluoride,Substance
manganese,Substance
difluoride,Substance
molybdenum,Substance
difluoride,Substance
molybdenum,Substance
difluoride,Substance
dioxide,Substance
difluoroamino,Substance
radical,Substance
nitrosodifluoroamine,Substance
disodium,Substance
difluoride,Substance
neodymium,Substance
difluoride,Substance
nickel,Substance
difluoride,Substance
oxygen,Substance
difluoride,Substance
thionyl,Substance
fluoride,Substance
difluorooxosilane,Substance
titanium,Substance
fluoride,Substance
oxide,Substance
perfluoroperoxide,Substance
sulfuryl,Substance
fluoride,Substance
tungsten,Substance
difluoride,Substance
dioxide,Substance
peroxydisulfuryl,Substance
difluoride,Substance
phosphorus,Substance
difluoride,Substance
lead,Substance
difluoride,Substance
platinum,Substance
difluoride,Substance
plutonium,Substance
difluoride,Substance
sulfur,Substance
difluoride,Substance
tungsten,Substance
difluoride,Substance
monosulfide,Substance
difluorodisulfane,Substance
thiothionyl,Substance
fluoride,Substance
thiothionyl,Substance
fluoride,Substance
tungsten,Substance
difluoride,Substance
disulfide,Substance
scandium,Substance
difluoride,Substance
selenium,Substance
difluoride,Substance
difluorosilylene,Substance
tin,Substance
difluoride,Substance
strontium,Substance
fluoride,Substance
thorium,Substance
difluoride,Substance
titanium,Substance
difluoride,Substance
dithallium,Substance
difluoride,Substance
tungsten,Substance
difluoride,Substance
xenon,Substance
difluoride,Substance
yttrium,Substance
difluoride,Substance
zinc,Substance
difluoride,Substance
zirconium,Substance
fluoride,Substance
iron,Substance
trifluoride,Substance
gallium,Substance
trifluoride,Substance
gadolinium,Substance
trifluoride,Substance
holmium,Substance
trifluoride,Substance
lanthanum,Substance
trifluoride,Substance
trilithium,Substance
trifluoride,Substance
lutetium,Substance
trifluoride,Substance
manganese,Substance
trifluoride,Substance
molybdenum,Substance
trifluoride,Substance
molybdenum,Substance
trifluoride,Substance
oxide,Substance
molybdenum,Substance
trifluoride,Substance
sulfide,Substance
nitrogen,Substance
trifluoride,Substance
nitrogen,Substance
trifluoride,Substance
oxide,Substance
difluoroaminosulfonyl,Substance
fluoride,Substance
difluoraminooxysulfonyl,Substance
fluoride,Substance
thiazyl,Substance
trifluoride,Substance
sodium,Substance
trifluorostannate,Substance
neodymium,Substance
trifluoride,Substance
phosphoryl,Substance
fluoride,Substance
tantalum,Substance
monoxide,Substance
trifluoride,Substance
vanadium,Substance
trifluoride,Substance
oxide,Substance
phosphorus,Substance
trifluoride,Substance
thiophosphoryl,Substance
fluoride,Substance
praseodymium,Substance
trifluoride,Substance
plutonium,Substance
trifluoride,Substance
rhodium,Substance
fluoride,Substance
sulfur,Substance
trifluoride,Substance
tungsten,Substance
trifluoride,Substance
monosulfide,Substance
antimony,Substance
trifluoride,Substance
scandium,Substance
fluoride,Substance
trifluorosilyl,Substance
radical,Substance
samarium,Substance
trifluoride,Substance
terbium,Substance
trifluoride,Substance
thorium,Substance
trifluoride,Substance
titanium,Substance
trifluoride,Substance
thallium,Substance
trifluoride,Substance
thulium,Substance
trifluoride,Substance
tungsten,Substance
trifluoride,Substance
yttrium,Substance
trifluoride,Substance
ytterbium,Substance
trifluoride,Substance
zirconium,Substance
trifluoride,Substance
germanium,Substance
tetrafluoride,Substance
digermanium,Substance
tetrafluoride,Substance
hafnium,Substance
fluoride,Substance
dimagnesium,Substance
tetrafluoride,Substance
magnesium,Substance
fluoride,Substance
molybdenum,Substance
tetrafluoride,Substance
molybdenum,Substance
tetrafluoride,Substance
oxide,Substance
molybdenum,Substance
tetrafluoride,Substance
monosulfide,Substance
tetrafluorohydrazine,Substance
disodium,Substance
tetrafluorostannate,Substance
osmium,Substance
oxide,Substance
tetrafluoride,Substance
diphosphorus,Substance
tetrafluoride,Substance
oxide,Substance
rhenium,Substance
tetrafluoride,Substance
oxide,Substance
sulfur,Substance
tetrafluoride,Substance
oxide,Substance
tungsten,Substance
tetrafluoride,Substance
oxide,Substance
xenon,Substance
tetrafluoride,Substance
oxide,Substance
diphosphorus,Substance
tetrafluoride,Substance
lead,Substance
tetrafluoride,Substance
platinum,Substance
tetrafluoride,Substance
plutonium,Substance
tetrafluoride,Substance
sulfur,Substance
tetrafluoride,Substance
tungsten,Substance
tetrafluoride,Substance
monosulfide,Substance
selenium,Substance
tetrafluoride,Substance
silicon,Substance
tetrafluoride,Substance
ditin,Substance
tetrafluoride,Substance
titanium,Substance
fluoride,Substance
uranium,Substance
tetrafluoride,Substance
tungsten,Substance
tetrafluoride,Substance
xenon,Substance
tetrafluoride,Substance
zirconium,Substance
tetrafluoride,Substance
iodine,Substance
pentafluoride,Substance
molybdenum,Substance
pentafluoride,Substance
rhenium,Substance
monoxide,Substance
pentafluoride,Substance
phosphorus,Substance
pentafluoride,Substance
plutonium,Substance
pentafluoride,Substance
disulfur,Substance
decafluoride,Substance
antimony,Substance
pentafluoride,Substance
tantalum,Substance
pentafluoride,Substance
uranium,Substance
pentafluoride,Substance
tungsten,Substance
pentafluoride,Substance
diiron,Substance
hexafluoride,Substance
lanthanum,Substance
trifluoride,Substance
dimer,Substance
molybdenum,Substance
hexafluoride,Substance
nitridotriphosphorous,Substance
hexafluoride,Substance
osmium,Substance
hexafluoride,Substance
plutonium,Substance
hexafluoride,Substance
rhenium,Substance
hexafluoride,Substance
sulfur,Substance
hexafluoride,Substance
selenium,Substance
hexafluoride,Substance
hexafluorodisilane,Substance
tritin,Substance
hexafluoride,Substance
tellurium,Substance
hexafluoride,Substance
uranium,Substance
hexafluoride,Substance
tungsten,Substance
hexafluoride,Substance
xenon,Substance
hexafluoride,Substance
iodine,Substance
fluoride,Substance
pentafluorosulfanyldifluoroamine,Substance
rhenium,Substance
heptafluoride,Substance
octafluorotrisilane,Substance
molybdenum,Substance
fluoride,Substance
sulfur,Substance
fluoride,Substance
molybdenum,Substance
fluoride,Substance
iron,Substance
arsenic,Substance
sulfide,Substance
arsenopyrite,Substance
iron(II),Substance
bromide,Substance
iron(III),Substance
bromide,Substance
iron(III),Substance
bromide,Substance
hexahydrate,Substance
siderite,Substance
iron,Substance
oxalate,Substance
iron,Substance
pentacarbonyl,Substance
pentacarbonyl,Substance
iron,Substance
ferrocene,Substance
iron(II),Substance
chloride,Substance
iron(III),Substance
chloride,Substance
chromite,Substance
(ore),Substance
iron(II),Substance
fluoride,Substance
tetrahydrate,Substance
iron,Substance
monoiodide,Substance
iron,Substance
diiodide,Substance
iron(II),Substance
iodide,Substance
iron(II),Substance
iodide,Substance
tetrahydrate,Substance
iron(III),Substance
iodide,Substance
iron(II),Substance
orthomolybdate,Substance
iron,Substance
monoxide,Substance
iron(II),Substance
oxide,Substance
wí_stite,Substance
iron,Substance
dioxide,Substance
goethite,Substance
limonite,Substance
iron(II),Substance
hydroxide,Substance
iron(III),Substance
hydroxide,Substance
ferrous,Substance
sulfate,Substance
iron(II),Substance
dihydrogen,Substance
phosphate,Substance
iron(III),Substance
phosphide,Substance
iron,Substance
sulfide,Substance
iron(II),Substance
sulfide,Substance
pyrite,Substance
fool's,Substance
gold,Substance
iron(IV),Substance
sulfide,Substance
marcasite,Substance
iron(II),Substance
selenide,Substance
iron(II),Substance
telluride,Substance
iron(II),Substance
metatitanate,Substance
iron(III),Substance
orthovanadate,Substance
iron(II),Substance
orthotungstate,Substance
iron(II),Substance
metazirconate,Substance
diiron,Substance
diiodide,Substance
diiron,Substance
tetraiodide,Substance
iron,Substance
oxide,Substance
iron(III),Substance
oxide,Substance
hematite,Substance
venetian,Substance
red,Substance
ferric,Substance
sulfate,Substance
iron(III),Substance
sulfate,Substance
iron(III),Substance
orthotungstate,Substance
diiron,Substance
phosphide,Substance
fayalite,Substance
chrysotile,Substance
white,Substance
asbestos,Substance
magnetite,Substance
III),Substance
tetraoxide,Substance
iron(tri),Substance
phosphide,Substance
amosite,Substance
brown,Substance
asbestos,Substance
grunerite,Substance
gallium(III),Substance
arsenide,Substance
gallium(III),Substance
orthoarsenate,Substance
gallium(III),Substance
bromide,Substance
gallium(III),Substance
acetate,Substance
gallium(II),Substance
chloride,Substance
gallium,Substance
trichloride,Substance
gallium(II),Substance
iodide,Substance
gallium(III),Substance
iodide,Substance
gallium(III),Substance
nitride,Substance
gallium(III),Substance
hydroxide,Substance
gallium(III),Substance
orthophosphate,Substance
gallium(III),Substance
antimonide,Substance
gallium(II),Substance
telluride,Substance
gallium(III),Substance
oxide,Substance
gallium(III),Substance
sulfate,Substance
octadecahydrate,Substance
gallium(III),Substance
sulfide,Substance
gallium(III),Substance
telluride,Substance
germanium(IV),Substance
bromide,Substance
2-germaacetic,Substance
acid,Substance
germanium(II),Substance
iodide,Substance
germanium(IV),Substance
iodide,Substance
germanium(II),Substance
oxide,Substance
hydrogen,Substance
astatide,Substance
hydrogen,Substance
bromide,Substance
hydrobromic,Substance
acid,Substance
acetylene,Substance
ethyne,Substance
hydrocyanic,Substance
acid,Substance
hydrogen,Substance
cyanide,Substance
formamide,Substance
methanamide,Substance
formate,Substance
ion,Substance
formic,Substance
acid,Substance
methanoic,Substance
acid,Substance
ammonium,Substance
formate,Substance
hydrogen,Substance
carbonate,Substance
ion,Substance
lactic,Substance
acid,Substance
pyridinium,Substance
ion,Substance
ascorbic,Substance
acid,Substance
acetylsalicylic,Substance
acid,Substance
thiamine,Substance
hydrochloride,Substance
vitamin,Substance
B1,Substance
hydrochloride,Substance
hydrochloric,Substance
acid,Substance
hydrogen,Substance
chloride,Substance
hypochlorous,Substance
acid,Substance
chlorous,Substance
acid,Substance
chloric,Substance
acid,Substance
perchloric,Substance
acid,Substance
semiheavy,Substance
water,Substance
water-d1,Substance
hydrofluoric,Substance
acid,Substance
hydroiodic,Substance
acid,Substance
iodic,Substance
acid,Substance
nitrous,Substance
acid,Substance
nitric,Substance
acid,Substance
hydrogen,Substance
nitrate,Substance
hydrazoic,Substance
acid,Substance
hypochlorous,Substance
acid,Substance
hypofluorous,Substance
acid,Substance
oxalic,Substance
acid,Substance
hydrogen,Substance
phosphate,Substance
ion,Substance
hydrogen,Substance
sulfite,Substance
ion,Substance
hydrogen,Substance
sulfate,Substance
partially,Substance
tritiated,Substance
water,Substance
water-t,Substance
hydrogen,Substance
acrylonitrile,Substance
formaldehyde,Substance
carbonic,Substance
acid,Substance
sulfine,Substance
oxalic,Substance
acid,Substance
tartaric,Substance
acid,Substance
phthalic,Substance
acid,Substance
H2Ph,Substance
chromic,Substance
acid,Substance
glycine,Substance
hydrazine,Substance
water,Substance
hydrogen,Substance
peroxide,Substance
dihydrogen,Substance
phosphate,Substance
ion,Substance
hydrogen,Substance
sulfide,Substance
hydrosulfuric,Substance
acid,Substance
sulfurous,Substance
acid,Substance
sulfuric,Substance
acid,Substance
hydrogen,Substance
sulfate,Substance
disulfuric,Substance
acid,Substance
peroxydisulfuric,Substance
acid,Substance
selenous,Substance
acid,Substance
selenic,Substance
acid,Substance
silicic,Substance
acid,Substance
tellurous,Substance
acid,Substance
titanic,Substance
acid,Substance
arsenic,Substance
acid,Substance
propane,Substance
zwitterion,Substance
hydronium,Substance
ion,Substance
phosphoric,Substance
acid,Substance
perxenic,Substance
acid,Substance
telluric,Substance
acid,Substance
hafnium(IV),Substance
bromide,Substance
hafnium(IV),Substance
fluoride,Substance
hafnium(IV),Substance
oxychloride,Substance
octahydrate,Substance
hafnium(IV),Substance
basic,Substance
hafnium(IV),Substance
sulfate,Substance
mercury(II),Substance
bromate,Substance
dihydrate,Substance
mercury(II),Substance
bromide,Substance
mercury(II),Substance
acetate,Substance
mercury(II),Substance
benzoate,Substance
monohydrate,Substance
mercury(I),Substance
perchlorate,Substance
tetrahydrate,Substance
mercury(II),Substance
perchlorate,Substance
trihydrate,Substance
mercury(II),Substance
chloride,Substance
mercury(II),Substance
iodate,Substance
mercury(II),Substance
iodide,Substance
mercury(II),Substance
nitrate,Substance
monohydrate,Substance
mercury(II),Substance
fulminate,Substance
mercury(II),Substance
oxide,Substance
mercury(II),Substance
sulfide,Substance
cinnabar,Substance
mercury(II),Substance
thiocyanate,Substance
mercury(II),Substance
selenide,Substance
mercury(II),Substance
selenite,Substance
mercury(II),Substance
telluride,Substance
mercury(II),Substance
tellurite,Substance
mercury(II),Substance
tungstate,Substance
mercury(I),Substance
bromide,Substance
mercury(I),Substance
chloride,Substance
mercury(I),Substance
iodide,Substance
mercury(II),Substance
orthoarsenate,Substance
iodine(I),Substance
bromide,Substance
iodine(III),Substance
bromide,Substance
Iodine,Substance
monochloride,Substance
iodine(III),Substance
chloride,Substance
iodate,Substance
ion,Substance
iodine,Substance
triiodide,Substance
ion,Substance
indium(III),Substance
arsenide,Substance
indium(I),Substance
bromide,Substance
indium(III),Substance
bromodiiodide,Substance
indium(III),Substance
dibromoiodide,Substance
indium(III),Substance
bromide,Substance
indium(I),Substance
chloride,Substance
indium(II),Substance
chloride,Substance
indium(III),Substance
chloride,Substance
indium(III),Substance
chloride,Substance
tetrahydrate,Substance
indium(I),Substance
iodide,Substance
indium(III),Substance
iodate,Substance
indium(II),Substance
iodide,Substance
indium(III),Substance
iodide,Substance
indium(III),Substance
nitrate,Substance
tetrahemihydrate,Substance
indium(III),Substance
hydroxide,Substance
indium(III),Substance
phosphide,Substance
indium(III),Substance
orthophosphate,Substance
indium(II),Substance
sulfide,Substance
indium(III),Substance
antimonide,Substance
indium(II),Substance
telluride,Substance
indium(III),Substance
oxide,Substance
indium(III),Substance
sulfate,Substance
monohydrate,Substance
indium(III),Substance
sulfide,Substance
indium(III),Substance
selenide,Substance
indium(III),Substance
telluride,Substance
potassium,Substance
cyanide,Substance
potassium,Substance
thiocyanate,Substance
potassium,Substance
chloride,Substance
potassium,Substance
chlorate,Substance
potassium,Substance
perchlorate,Substance
potassium,Substance
fluoride,Substance
potassium,Substance
permanganate,Substance
potassium,Substance
manganate,Substance
krypton,Substance
difluoride,Substance
lanthanum(III),Substance
chloride,Substance
lanthanum(III),Substance
phosphate,Substance
lanthanum(III),Substance
phosphate,Substance
crystal,Substance
hemihydrate,Substance
keatite,Substance
lithium,Substance
bromide,Substance
lithium,Substance
bromide,Substance
dihydrate,Substance
lithium,Substance
bromate,Substance
lithium,Substance
cyanide,Substance
lithium,Substance
ethoxide,Substance
lithium,Substance
fluoride,Substance
lithium,Substance
hydrogen,Substance
sulfate,Substance
lithium,Substance
iodate,Substance
sodium,Substance
lithium,Substance
lithium,Substance
nitrate,Substance
lithium,Substance
nitrate,Substance
monohydrate,Substance
lithium,Substance
tantalate,Substance
lithium,Substance
metatantalate,Substance
lithium,Substance
metavanadate,Substance
dihydrate,Substance
lithium,Substance
tetraborate,Substance
pentahydrate,Substance
lithium,Substance
chromate,Substance
lithium,Substance
chromate,Substance
dihydrate,Substance
lithium,Substance
dichromate,Substance
lithium,Substance
orthomolybdate,Substance
lithium,Substance
metaniobate,Substance
lithium,Substance
sulfate,Substance
lithium,Substance
selenite,Substance
lithium,Substance
selenate,Substance
lithium,Substance
metasilicate,Substance
lithium,Substance
orthosilicate,Substance
lithium,Substance
tellurite,Substance
lithium,Substance
tellurate,Substance
lithium,Substance
metatitanate,Substance
lithium,Substance
orthotungstate,Substance
lithium,Substance
metazirconate,Substance
magnesium,Substance
aluminate,Substance
magnesium,Substance
arsenide,Substance
magnesium,Substance
carbonate,Substance
magnesite,Substance
magnesium,Substance
oxalate,Substance
magnesium,Substance
chlorate,Substance
magnesium,Substance
chlorate,Substance
hydrate,Substance
magnesium,Substance
chloride,Substance
magnesium,Substance
chromate,Substance
magnesium,Substance
chromate,Substance
pentahydrate,Substance
magnesium,Substance
fluoride,Substance
magnesium,Substance
iodide,Substance
magnesium,Substance
molybdate,Substance
magnesium,Substance
ammonium,Substance
phosphate,Substance
hexahydrate,Substance
magnesium,Substance
nitrate,Substance
magnesium,Substance
nitrate,Substance
hexahydrate,Substance
montmorillonite,Substance
(clay),Substance
magnesium,Substance
oxide,Substance
magnesia,Substance
periclase,Substance
magnesium,Substance
hydroxide,Substance
milk,Substance
of,Substance
magnesia,Substance
magnesium,Substance
polonide,Substance
magnesium,Substance
sulfide,Substance
magnesium,Substance
sulfate,Substance
magnesium,Substance
selenide,Substance
magnesium,Substance
selenite,Substance
magnesium,Substance
selenate,Substance
magnesium,Substance
metasilicate,Substance
enstatite,Substance
magnesium,Substance
metatitanate,Substance
magnesium,Substance
metavanadate,Substance
magnesium,Substance
tungstate,Substance
amesite,Substance
magnesium,Substance
pyrophosphate,Substance
forsterite,Substance
magnesium,Substance
arsenide,Substance
magnesium,Substance
bismuthide,Substance
magnesium,Substance
phosphide,Substance
chrysotile,Substance
talc,Substance
magnesium,Substance
orthovanadate,Substance
manganese(III),Substance
arsenide,Substance
manganese(III),Substance
bismuthide,Substance
manganese(II),Substance
bromide,Substance
manganese(II),Substance
bromide,Substance
tetrahydrate,Substance
manganese(II),Substance
formate,Substance
manganese(II),Substance
formate,Substance
dihydrate,Substance
manganese(II),Substance
carbonate,Substance
manganese(II),Substance
chloride,Substance
manganese(II),Substance
fluoride,Substance
manganese(II),Substance
iodide,Substance
manganese(II),Substance
orthomolybdate,Substance
manganese(II),Substance
nitrate,Substance
manganese(II),Substance
nitrate,Substance
tetrahydrate,Substance
manganese(II),Substance
oxide,Substance
manganese,Substance
hydroxide,Substance
manganite,Substance
manganese,Substance
dioxide,Substance
pyrolusite,Substance
permanganate,Substance
ion,Substance
barysilate,Substance
manganese,Substance
sulfide,Substance
manganese(II),Substance
telluride,Substance
manganese(II),Substance
metazirconate,Substance
manganese(III),Substance
oxide,Substance
manganese(II),Substance
arsenide,Substance
oxide,Substance
trimanganese,Substance
tetroxide,Substance
hausmannite,Substance
manganese(II),Substance
phosphide,Substance
manganese(II),Substance
antimonide,Substance
molybdenum(II),Substance
bromide,Substance
molybdenum(III),Substance
bromide,Substance
molybdenum(II),Substance
chloride,Substance
molybdenum(III),Substance
chloride,Substance
molybdenum(V),Substance
chloride,Substance
molybdenum(IV),Substance
oxide,Substance
molybdate,Substance
ion,Substance
molybdenum,Substance
sulfide,Substance
molybdenum,Substance
